Company,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
MicrosoftDocs,3057,9228,4655,230351,8645,12600,16915,9203,7856,14630,33808,13041,147043,86381,25707
ArduPilot,30830,28992,100049,251744,63978,28589,16906,44141,18186,27369,123934,53423,41963,86954,230297
systemd,11779,21465,20966,15008,23265,21599,19512,19765,26040,21258,15244,13316,23460,21638,18828
ppy,56761,5510,8260,8108,21628,11242,15398,11996,83135,6738,12364,5469,20833,7522,1406
o3de,138800,109888,97183,431069,317570,189715,99355,71541,188592,112579,187978,92055,106397,171380,157140
helix-editor,2274,2607,4807,2382,2234,2990,2963,6595,3480,5508,4504,2822,17969,7324,7817
cloudflare,184715,69916,76207,82745,12745,4734,23780,93251,13916,45474,74109,7513,10360,76136,72351
bitnami,34656,60614,58941,59635,41189,48736,35240,26698,17765,53772,37188,91822,42236,16671,32667
appsmithorg,54708,49611,131788,141101,134934,152008,193906,368403,145558,186224,136467,132330,84272,200677,417070
go-gitea,82807,140947,33779,17656,27163,44543,71009,90412,23324,48637,157726,17156,58906,39786,263958
Homebrew,13079,13851,17614,37546,77898,19598,15195,19862,21775,17371,38573,18875,20882,19937,21737
tachiyomiorg,7363,7145,2927,7915,12154,22579,48561,54800,12259,9097,3810,3892,31313,13670,3533
mlflow,179089,230787,103998,217619,313577,124166,111411,47812,97227,98810,38304,44878,6154,18255,55672
zulip,50292,13026,79325,39180,12834,22154,25535,17799,18400,37364,65671,19021,22641,34130,171446
trinodb,47053,40122,48321,59408,48634,50689,29681,53729,46746,70426,74131,78132,50591,117661,80897
ray-project,331390,80448,135874,94118,115373,213769,145376,234397,101831,289194,201396,45958,88536,157370,167221
grafana,199010,184738,76371,95605,27516,45298,48015,90866,40068,135090,348059,103953,155083,131356,21202
open-telemetry,53066,122517,70528,109079,107477,92107,76596,288211,214174,194671,140186,226916,260550,195280,305759
getsentry,110503,93703,113186,96760,95557,104854,107311,122051,103361,132027,106760,117488,94829,168828,184113
CleverRaven,658775,215373,333034,375338,390404,408084,467190,289820,323657,313928,207974,239652,349311,312111,383341
quarkusio,46418,27130,22116,14115,21705,21030,16531,15755,30367,38859,19624,10239,32125,100110,59269
SerenityOS,56007,57341,67718,51961,69563,25326,58484,44928,49180,41225,48421,56969,63471,58142,47157
open-mmlab,6359,10365,21237,2480,11076,3040,313319,254994,86734,12415,60273,25669,100204,77590,53108
expo,114662,157487,183102,132663,48151,47823,305464,221711,146124,105717,245708,57322,134467,278925,75060
conda-forge,2049,246,2873,517,966,734,685,1543,830,1111,1561,157,1163,1020,173
alibaba,157790,12629,2630,21134,5255,2158,3447,78608,23276,206910,13854,131518,7738,2745,22035
argoproj,17723,225849,56287,50032,19387,59141,122458,135755,132851,49332,112096,95441,93473,268015,151128
azerothcore,94692,23130,26712,194704,22588,15657,5131,85136,3293,47816,7477,20896,43608,59908,111747
mdn,120270,108840,404627,98113,268326,229043,604463,4309779,1091258,573096,152486,108314,55633,68806,63956
dotnet,127485,160598,35718,36593,67105,51970,80703,55981,38810,68422,25877,23706,58867,24135,129238
ansible,11261,65234,17500,17816,41749,21750,52026,60136,28202,106017,8735,28335,3831,100740,85859
bitcoin,146441,259834,56844,73352,137166,128578,107907,23593,32948,58406,50042,9656,276693,47306,219509
openhab,116642,34000,15975,36711,25843,19141,10368,21499,9282,11954,7356,41337,38673,104437,64047
renovatebot,28777,34600,137100,63329,17355,17593,13795,51197,10884,22221,55092,22023,336716,17361,23297
PowerShell,4316,3883,31714,4638,15090,2250,15812,4176,25114,16090,43019,5956,12176,33074,9688
Skyrat-SS13,1294236,978243,2061505,929351,1331939,1327946,1200987,620978,443019,280706,287592,201149,339740,158373,375922
vitejs,6680,4112,6526,3556,25242,34633,7491,7963,16578,6342,10779,29119,3765,3428,7208
aws-amplify,73038,6455,69623,477061,94171,68710,18799,17510,23666,69140,44943,67646,66066,195985,120560
element-plus,39929,46337,76062,44459,63409,83903,26858,11094,28222,15434,11054,9998,671,7020,23408
opencv,106071,104975,4448,31216,48901,1601,2832,17373,5107,8544,76880,60530,25859,2950,117401
void-linux,30001,33665,21274,9465,126616,127870,100175,23864,13207,146184,20328,23351,72979,52747,28004
PrestaShop,148295,96156,206579,31000,23152,148333,52416,161304,127678,134244,128162,419602,243969,111129,190328
github,596221,312934,291680,358079,217206,256117,173354,541308,1597273,278963,409770,649155,211866,358783,310717
sourcegraph,108380,390003,194354,115423,169477,137878,206461,359124,269716,215854,184396,143077,364645,469516,416141
cypress-io,147732,166430,332934,414114,331216,46230,36517,108129,50953,85140,100518,133089,26718,28626,87142
ankidroid,39718,11704,53455,97600,52301,47564,47953,82853,32522,21116,12137,6697,4387,159701,11762
Expensify,258966,16812,26277,12108,27343,45715,363899,528759,374953,188877,320429,165232,131184,123168,58499
gravitational,297319,170720,218481,237677,166591,175616,406207,656199,199676,250914,320081,258676,603805,645921,426047
kubevirt,115067,78857,178442,149503,20939,14794,37535,26071,35954,18698,40720,17058,27900,127270,83941
MetaMask,45820,39087,54919,58411,30490,56715,38412,45397,92631,172753,193992,87313,109827,614146,108114
yuzu-emu,30195,16896,30699,37313,132231,23808,38294,36415,21870,35579,9990,45536,40296,38765,32787
taosdata,273404,376222,439439,729216,1283182,1149293,552717,538580,356648,416474,285132,262878,116764,226492,118162
matrix-org,5683,11530,13724,20694,32735,21264,11435,11290,16054,20711,8917,108433,20554,10101,15350
tensorflow,90562,56490,70664,12693,7435,60583,13774,114412,13923,9552,27910,7814,22569,31530,12114
rust-lang,110172,129532,100590,145937,117596,251616,321824,218170,203740,195374,258252,143001,163843,201019,151902
openvinotoolkit,176840,111019,315345,18238,49258,18898,108473,122101,225111,161061,396358,133689,556173,126692,179418
DataDog,46675,174980,63216,58871,51180,37938,42377,44929,46298,43603,102279,168996,201975,165743,109921
home-assistant,95622,327000,377027,147560,220542,68110,150382,118547,239427,147557,123535,121702,156808,331585,168483
matplotlib,14866,14253,7283,5550,10526,12469,4116,9543,10591,11309,84364,26018,13208,11146,32670
envoyproxy,18866,40345,28193,35669,23499,42494,22213,24135,14156,12132,71544,25422,37800,40262,30627
godotengine,352946,493128,497992,448325,262181,129403,320885,276646,202884,170763,137007,87985,203903,259612,58474
aws,556515,59958,157155,250542,280180,267366,270699,503802,126652,115424,346443,92841,282699,130226,268233
NixOS,422211,310748,349639,383850,338681,256100,275228,494572,369482,545207,534521,648299,809648,706956,699402
newrelic,240949,687605,224340,519234,130436,300761,190973,668648,97155,482447,244365,385638,205213,289459,216394
huggingface,56099,93558,58606,43154,53911,47062,39652,13820,23983,39170,52477,14485,65200,16852,15516
denoland,35692,10113,31879,36206,22881,38590,28013,79432,50886,42521,42236,39093,62930,143705,201670
symfony,24889,9745,50178,59686,4700,4555,61946,37025,6388,72157,45637,75250,37462,52815,14055
containers,40722,33391,80945,64440,34986,129160,118955,167774,136432,72375,22809,8269,51316,66995,21742
xbmc,12497,19248,15841,6623,13916,10771,8223,16497,38350,27366,7017,9424,18951,11328,19370
airbytehq,180351,153564,53737,140329,189073,134827,185279,122035,377957,139063,376728,223854,368917,555758,309838
kubernetes,9823,3735,3429,2742,5295,6569,1251,3259,2507,3814,2122,8189,6483,4872,3425
tgstation,525034,646931,729269,505516,641027,546426,565713,691832,74833,47280,148915,251754,50227,49762,213357
gitpod-io,101150,42880,144232,33154,43038,27152,89262,85981,155601,124201,79166,99246,103268,85024,157364
neovim,36276,13505,206168,21557,46890,22393,47954,110270,35239,45875,133931,26592,67538,22448,17773
keycloak,56894,103634,38156,149071,35049,14664,130921,81268,149946,40737,74265,50336,35088,222795,33370
spack,129214,20343,16595,16050,36094,49530,50485,10904,7080,13149,73052,46455,75461,94057,26692
electron,7537,26158,11270,15188,88931,13885,17005,27345,6828,15098,19975,11505,11250,14447,34068
backstage,98911,75353,53990,37317,22023,34412,83933,150260,70765,20070,76004,33860,160364,46095,56754
cilium,125762,156972,64315,199622,148918,46579,74505,92313,168475,70512,299942,135745,243874,241090,161490
oppia,94034,81925,85033,27308,48441,155874,420162,72659,78547,220073,92290,51267,139492,27668,16364
obsproject,11473,1761,23098,4037,14563,5492,14774,28860,7646,11455,8504,549,5590,15934,54242
strapi,146458,183252,152533,161441,112130,172499,48612,69127,35529,18971,203300,47120,61447,63892,211252
GoogleChrome,36432,1342,36752,10028,70393,12521,10576,33337,27180,72571,26322,12164,10892,33289,15281
nrwl,309452,58135,86743,19687,87227,50411,13094,35271,59912,62330,105676,55487,74448,92779,84682
scipy,4053,5401,11852,7873,187293,4303,6445,5463,4410,8217,5925,5579,6703,6693,21111
project-chip,953941,696617,469924,606066,882855,1236824,1868435,763427,487466,192542,587711,334099,256096,275769,133574
ziglang,19549,18866,42102,154066,33032,16084,207505,35647,22127,85687,92025,160011,17201,31185,43661
espressif,25775,29536,95667,220,61591,496,33185,260612,105710,392,76460,103492,32026,122159,229694
apache,20721,31278,31228,25950,121328,117951,49017,14713,26782,23081,49741,82712,132599,74508,144246
scikit-learn,5677,11501,49120,8797,15633,14671,9746,30026,16712,9482,9377,38494,19786,14498,14627
laravel,53345,12566,9169,28269,9415,7146,59169,18037,12156,7404,11552,3241,10994,23454,4281
ethereum,160314,44994,114695,133635,68504,58064,253214,81855,155416,129374,96323,81922,64283,93695,173945
ant-design,61775,40016,104512,156769,277012,295895,498823,90826,236286,395813,394626,95555,152417,82333,424860
directus,20979,85785,68903,77258,47370,98973,161364,19295,81875,11523,19280,33750,6220,13775,23840
rails,4552,10299,7107,14728,2243,6396,4525,4434,13661,26620,32676,23234,90837,20595,14872
vectordotdev,34324,156778,64169,28357,30973,82656,43999,34756,23653,34992,35656,63536,44045,23311,65353
gatsbyjs,69193,85827,145502,29553,164303,54149,101535,143359,50994,28572,106604,27300,39948,51076,12436
