Company,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
go-gitea,160796,87041,65266,52430,6120,28782,84040,152583,12382,445,58921,95285,16892,111009,14231,3559,51929,1599,2895,1169,19895,4955,77824,47435,20089,134382,96530
Homebrew,30864,96072,16805,165554,9220,44611,12365,5143,11095,4675,7653,4408,6876,5471,9506,15598,40635,43628,8808,7715,6428,52466,14252,8780,7411,16580,8770
tachiyomiorg,5783,8020,4108,5731,31210,30958,7149,25930,4509,2110,6355,8717,5161,2795,2726,949,2979,4984,30435,41854,2864,2492,162,4669,8539,1619,5120
zulip,6829,29657,19030,46617,10326,14335,28469,13630,17589,2136,77108,13891,46862,7899,32448,11201,17674,11590,18095,10552,28229,18491,19241,13313,44598,13443,20852
trinodb,6991,41192,53004,39979,68148,36312,16945,25114,35261,5420,80632,116139,79756,111878,169323,72359,69516,26069,118391,277380,91774,348196,147520,159824,77340,128506,222273
ray-project,43791,25485,142447,49857,69111,67008,75971,77594,33886,12092,3332,54837,105926,88233,95233,43209,69326,142231,434483,144609,67136,196260,39187,61276,111822,63715,154022
open-telemetry,45687,64646,77658,78332,83396,85546,46331,287059,46233,6620,58311,151413,159219,62641,347998,345909,470106,416719,328239,71521,105445,59677,143958,58648,3591,83805,32557
CleverRaven,141332,78621,42601,74366,57367,106958,586385,228732,327104,165197,206374,106513,8007,17190,124141,9653,156150,7118,119452,150619,115131,189821,42062,25834,22454,141539,5244
quarkusio,87225,113609,82975,93433,63177,93481,106461,56718,96609,5003,101993,29558,92664,85348,111999,33900,50880,95278,26458,51423,62094,136284,70871,46468,117955,104559,100660
SerenityOS,79036,8015,56655,26068,169314,111997,190765,220677,65690,14189,91552,64613,80888,90548,95206,141170,19942,52580,36381,27761,54579,56199,68530,70390,141495,48962,61306
conda-forge,85524,117626,56369,119415,70307,194628,82304,48497,77994,23970,89547,58839,83738,86667,93796,127011,93189,119107,80228,97094,95016,104388,169180,56970,45519,112372,48944
argoproj,18450,7066,11980,18983,47708,13369,13298,28200,13982,10031,80913,87071,118379,110600,86530,59001,46059,31434,4383,37227,18001,196915,27657,168824,12856,37149,33553
azerothcore,78438,30859,32034,151566,33864,163796,23278,18338,95790,15658,40871,82832,53995,38727,90317,81336,6611,35299,46087,34364,50679,57272,29405,52236,124259,41701,27989
dotnet,81363,123028,38893,124341,175525,32532,27403,74497,178851,167135,71559,72176,56691,46373,32713,39412,5012,45679,102280,34616,55777,24927,21198,6691,8555,72172,35438
ansible,13214,158115,12001,49129,7687,289517,14872,9683,16516,879,444,2683,3879,69924,17414,67878,27389,9358,56873,65840,38855,56143,7913,57865,7841,100828,1272
openhab,305269,218830,54611,61688,159537,39992,139438,47974,33401,14474,61744,117719,138600,119861,34373,13220,67496,69471,45340,75943,44124,51902,45036,148817,55925,13532,44223
renovatebot,20737,14609,15406,8984,6917,13221,13305,18783,10812,3398,113211,11680,19858,16211,5111,11590,17818,21093,16247,34590,12355,59653,11274,19062,29767,15190,27681
PowerShell,7721,22291,9,2267,2445,69146,4199,19715,20751,7320,2571,2624,4419,3858,40151,6000,28638,4558,32057,4526,21770,2125,52987,481,273,4116,10819
vitejs,13385,11502,8186,5323,715,990,11267,6509,17014,8171,8508,1959,15879,4481,7750,5645,5381,9529,5876,7560,4586,4737,607,8161,2037,6968,5884
opencv,13699,72833,73899,295820,52734,110906,47755,32348,24623,17393,40263,95331,7402,13995,16042,149836,15398,8908,23219,92453,23998,12213,20785,62675,44717,39123,42668
void-linux,18910,13803,68883,8257,87180,7856,164480,10659,78291,1966,138298,14373,141335,55113,13024,39196,46283,80240,39088,140877,24049,94062,134049,183189,45677,56833,32
sourcegraph,30291,34699,68878,83626,58811,56799,69919,173381,86478,11353,157840,157739,173831,256410,158189,273530,108818,126927,149943,45124,28095,89557,144270,216335,69423,340720,250503
cypress-io,978377,224579,7518,91548,75453,23102,28610,60087,63029,23653,96971,571,72525,434165,307517,48559,165787,26872,142089,248803,177045,190066,118674,14549,58604,100190,5529
kubevirt,192845,75124,184097,118456,99111,10476,50167,37814,51620,14597,59250,95682,89719,10619,139381,48890,47438,40641,97201,52214,42927,12513,60225,14589,79595,229863,12444
tensorflow,48693,63727,126992,52319,67282,59701,76641,53696,38330,15271,64063,60828,6986,62895,102727,14236,39816,3257,30164,16127,15329,29917,137705,30496,22556,114343,50073
rust-lang,107390,55039,130263,36082,110656,46403,89396,50202,164029,22955,168329,131120,94221,62023,111385,133215,64802,147937,154635,165875,237187,127924,136421,93089,207611,104353,172505
DataDog,61765,56317,92043,37299,112695,57527,29278,43572,59296,9933,65684,44083,60641,62691,68168,1426,21384,54924,117896,78280,73831,125951,121370,385,144219,86829,79616
home-assistant,193703,250940,143505,60782,209267,137893,171295,154447,253526,43205,139364,144399,193993,84228,81390,85997,126132,81776,203210,736994,180244,96391,84827,145731,147356,12142,76652
matplotlib,17428,6570,11291,1151,42666,27485,124120,59852,7158,1624,15162,73,7888,1970,8077,1008,540,5519,6139,11504,4365,3692,46700,37184,55752,70760,8491
godotengine,4981,60680,241720,197646,22283,109504,107118,82467,137731,47055,13902,84050,203951,63363,184258,88641,53324,185960,178719,131750,256463,209817,121125,185755,147427,14182,130520
aws,151848,189529,380643,250738,219103,165726,287194,93816,216121,18902,409184,457454,91922,291774,137941,552661,103086,205096,203754,47743,327559,322733,220146,361167,259166,344980,906094
NixOS,169579,228173,239994,329239,420485,244082,114553,188492,580948,24487,142959,189862,76591,218674,90990,93891,59489,180602,390569,455325,252822,394903,190649,135183,15186,725,145470
huggingface,86734,67110,151788,97863,72261,120934,55476,117520,151309,8948,73397,74991,56014,82613,81019,104586,285848,163790,63819,84238,243804,175574,275048,279617,285446,135224,127522
denoland,27924,27204,31954,36647,16573,1455,2771,29933,32967,3975,14036,17076,12625,21541,21065,22810,250,13226,12149,127674,18285,117942,83491,12333,18326,255692,24741
symfony,33170,42428,72671,74755,48983,101578,27684,21854,12592,27141,38995,23025,117277,35434,68437,55680,11583,15489,140204,35429,14951,48997,14940,61411,880,36044,75573
containers,70948,46066,127228,57116,7664,69797,82178,69677,16285,4399,58112,60635,124425,62625,36134,18310,109391,8792,248752,31541,11343,178993,175423,19777,368812,85099,79610
kubernetes,5242,24260,10402,9806,64885,8923,6736,15606,1125,136,5208,8860,10724,27656,15860,8212,17442,5164,2502,3672,1835,1471,4196,45261,5441,2880,6816
tgstation,28904,109255,250552,551481,87181,22084,11559,47638,174044,35571,35805,63788,7712,67453,15838,30312,70234,16194,25040,13031,125202,44075,71734,123477,136779,119861,114899
neovim,15777,6421,9850,9480,39962,14080,21279,16818,89840,12172,30111,31389,16436,15402,38057,28994,35332,17437,19478,57559,9255,6132,75957,15308,6954,10543,120739
spack,65355,58488,103152,55024,58547,29937,52244,20559,58350,18488,62528,38235,137892,21396,35830,18234,69911,8522,29215,40757,30582,41396,37023,77763,92937,114514,44370
electron,37636,12693,51117,22077,81086,21716,57783,24362,66517,4653,40950,30533,21472,40439,52316,100403,122122,31899,12738,16727,23316,13293,15184,41024,13781,15695,14228
backstage,67315,56726,88982,151864,97499,3436,123762,67945,14242,29925,69999,94789,62330,67802,96803,74205,101541,59326,70780,59509,83408,55026,82932,75143,17735,221149,58827
cilium,94751,153689,225787,176534,3035,164886,81747,58074,117590,97598,56900,212301,38178,139507,47301,39602,173708,79344,91892,55535,8688,268185,30161,244710,201231,202531,7542
oppia,22544,13884,60895,57564,73882,11987,143003,39443,2776,9129,13970,47260,44498,45265,68654,42644,29472,156410,81141,91809,104427,103156,137769,70683,88120,5834,8532
nrwl,42623,6017,89520,110286,91218,14213,40713,17625,23321,3752,31404,89052,133551,31557,16347,73453,15325,19117,15602,26531,96267,25322,34611,236333,13381,19133,7660
scipy,47965,48605,147582,17135,23783,19185,85338,18272,28262,1740,11304,55861,8595,12121,8263,7794,17153,10099,9512,24296,7233,26865,14721,10084,12459,8681,33034
project-chip,381675,811858,193430,1198649,67487,496230,1201233,453955,443321,179787,906158,590999,710458,674840,899250,798189,890793,277215,742538,480025,233240,381617,4918,209509,142564,221266,201481
ziglang,20718,86900,82628,15467,211163,77818,11958,106590,25674,56492,47006,32752,44977,52033,28958,19311,48868,26756,101152,47258,15984,77883,37219,44138,31374,39970,131325
apache,46707,35898,28561,58560,17962,51384,66272,172727,67521,2407,345246,75605,120630,71973,108608,121142,3845,183818,129564,64542,208982,70194,55842,174059,9576,251614,135139
scikit-learn,87974,5230,10166,14958,14096,28669,21796,24731,14813,4471,47153,18204,70033,27536,14478,18913,28825,10853,17842,20564,4734,9900,17509,34260,12292,13723,13166
laravel,8048,10283,16842,18917,26422,11618,25254,28524,32099,2954,15474,19800,47909,21306,10194,33627,17057,18437,44751,47514,22164,16810,20339,19585,20618,17300,15847
ethereum,236661,65295,185160,19751,49725,160996,86990,161569,104422,5354,109045,243766,200876,155389,175902,231160,154963,68850,28016,53389,60982,123254,29486,76709,36942,47082,5742
ant-design,2939,415,49678,12561,10715,11377,54963,256800,165758,1165,19879,291073,18699,96622,219917,213478,233530,150441,170161,54765,99671,71716,104814,155577,34102,68725,109598
rails,7254,8066,8729,20911,17688,9355,12321,18963,6342,1574,10061,5986,5727,11131,12806,12223,8029,7716,9547,8001,20175,12724,58933,49779,15542,6119,2694
vectordotdev,61655,34330,30979,23938,57186,77000,67749,34436,59779,7445,45616,194302,28351,72363,36359,39203,30807,13158,10879,22307,15973,109259,22712,385,36926,20546,6750
gatsbyjs,52233,387496,25875,7898,25264,270998,77464,20568,80620,484,32350,51492,13967,3235,9913,127996,37904,10589,90229,16953,4175,8209,54663,15497,12731,930,4810
