Company,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
void-linux,24.46,21.13,29.96,35.8,35.82,30.19,37.35,76.8,38.77,119.73,11.32,23.62,25.99,35.63,43.21,32.46,38.53,29.13,20.53,9.48,16.56,16.58,16.2,10.95,11.23,9.07,3.94
sourcegraph,10.9,8.32,8.64,10.13,13.97,11.49,11.47,13.52,19.14,48.41,7.89,9.36,7.66,6.41,8.37,5.89,9.77,10.19,6.6,6.39,4.0,2.76,3.66,2.14,2.11,1.79,0.7
cypress-io,7.35,4.35,11.27,3.28,16.56,14.97,13.51,26.74,15.93,125.42,2.6,14.73,1.98,4.11,6.78,3.47,1.7,6.37,5.95,8.58,7.56,5.36,2.71,3.73,3.04,2.21,1.08
kubevirt,0.03,0.0,0.81,0.13,0.48,0.08,0.27,5.1,0.48,0.11,0.26,0.23,0.42,0.25,0.07,0.08,0.29,0.37,0.16,0.09,0.94,3.16,0.19,0.23,0.09,0.8,0.17
tensorflow,24.98,24.35,12.89,41.76,16.68,14.22,6.64,16.8,53.38,36.88,25.9,20.32,25.4,42.8,24.21,20.19,20.45,31.99,24.71,7.59,21.25,12.15,7.09,8.59,11.66,6.98,3.95
rust-lang,0.37,1.38,0.41,0.17,0.22,0.61,0.34,2.81,1.3,0.26,0.22,0.16,1.15,1.36,0.76,0.77,0.78,1.46,1.12,0.15,0.88,0.21,0.72,0.48,0.13,0.08,0.17
DataDog,18.2,3.96,13.31,4.61,6.57,5.07,4.14,3.66,10.62,46.9,3.11,7.61,5.53,10.29,4.89,11.46,10.77,12.91,13.42,5.34,7.27,9.88,9.99,6.14,4.37,2.82,2.06
home-assistant,6.41,3.38,3.97,3.42,6.06,3.5,3.17,7.4,11.1,47.46,4.3,2.5,4.38,5.6,2.98,5.83,8.44,7.74,7.3,3.09,2.95,4.32,2.99,2.73,3.09,2.33,1.12
matplotlib,10.67,5.59,10.88,7.83,19.43,3.45,3.41,21.18,3.09,36.93,7.67,2.76,6.15,4.86,9.04,0.7,7.2,9.66,8.6,5.48,7.26,7.38,14.14,6.08,2.71,1.26,1.39
godotengine,7.75,14.09,19.51,35.44,36.6,22.09,20.47,23.04,18.74,33.75,27.65,18.26,18.47,24.57,24.84,18.65,15.19,14.92,14.07,14.98,13.6,15.1,10.27,9.63,5.7,5.76,4.19
aws,34.6,42.51,53.04,50.04,45.45,46.62,58.26,47.9,44.22,72.06,70.8,49.86,88.41,89.83,77.0,53.51,74.83,30.79,39.68,40.08,19.28,21.45,11.59,23.42,18.59,8.44,3.61
NixOS,7.51,6.84,9.33,4.4,9.11,6.36,4.89,13.77,15.06,33.17,9.2,11.94,13.8,19.34,17.03,16.78,18.8,19.77,14.98,10.65,12.55,13.39,10.82,9.09,5.34,3.75,2.47
huggingface,21.04,16.47,17.31,24.08,37.11,21.91,22.37,21.29,21.84,62.86,15.35,7.03,6.99,2.17,4.27,1.74,2.87,4.15,3.29,1.31,2.56,0.77,1.93,1.51,0.21,0.51,0.39
denoland,1.2,2.9,3.95,4.1,17.31,1.59,4.71,6.27,16.95,23.75,12.54,4.72,3.38,15.37,12.06,5.81,20.46,5.84,7.82,5.68,2.85,5.66,3.29,5.54,2.66,1.19,0.83
symfony,0.35,6.21,0.32,0.25,5.75,5.8,2.52,11.42,6.27,9.93,7.08,4.87,3.88,4.27,6.9,1.45,10.71,1.07,9.38,1.89,6.05,2.17,2.57,1.78,3.21,1.63,0.88
containers,0.0,0.0,0.08,0.0,0.36,0.61,0.66,1.03,0.59,15.44,0.17,0.26,0.37,0.49,3.42,2.74,3.01,4.65,5.99,0.52,0.51,1.12,1.15,1.05,1.03,0.88,1.2
kubernetes,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,77.57,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
tgstation,3.89,3.31,5.79,0.72,11.26,4.47,7.94,11.77,4.4,47.74,2.18,3.79,3.85,11.39,7.98,2.33,5.38,14.01,14.03,4.31,3.45,5.83,5.9,4.31,2.34,2.12,0.73
neovim,44.17,21.86,40.94,5.34,22.93,21.95,15.95,12.42,11.07,18.3,24.23,10.72,14.61,15.73,16.77,9.6,10.77,14.47,11.62,4.21,3.42,5.29,5.25,4.37,2.29,1.45,0.99
spack,6.34,8.65,7.92,14.84,5.85,13.07,10.35,15.91,11.02,25.3,8.44,5.8,13.2,13.33,15.03,3.88,8.07,19.01,14.09,8.48,4.38,6.61,7.68,7.1,4.68,6.14,1.97
electron,0.78,1.41,1.3,0.68,5.26,2.75,1.69,1.56,6.92,47.14,21.31,20.42,1.25,9.71,9.78,17.88,5.72,41.68,4.64,1.44,0.99,9.05,1.81,6.6,1.92,1.14,2.98
backstage,0.78,0.16,0.61,0.96,5.94,1.64,1.89,8.69,4.0,42.38,0.75,1.67,1.05,3.45,7.72,3.11,7.84,4.32,9.43,3.57,3.83,6.1,4.52,4.41,2.71,3.42,2.1
cilium,5.57,17.44,19.6,8.17,16.74,11.27,10.7,26.89,23.18,60.0,11.41,11.97,8.81,11.39,7.1,11.16,9.49,4.5,12.72,4.95,12.09,9.53,5.98,11.53,4.41,3.82,2.36
oppia,37.85,6.42,38.2,13.06,35.82,10.8,29.47,33.34,50.34,72.68,31.17,21.62,11.69,30.38,25.6,31.88,34.86,21.59,12.43,8.15,8.38,19.34,10.15,17.63,13.59,4.16,3.07
nrwl,1.46,5.25,13.29,7.98,10.98,12.09,13.71,13.33,12.41,88.11,15.79,13.35,13.33,26.94,31.06,23.13,23.37,35.42,30.2,9.25,9.01,16.66,9.62,5.61,2.92,2.28,1.88
scipy,19.23,4.86,2.68,1.87,8.21,9.03,5.86,27.21,14.07,2.14,6.57,6.24,9.13,5.44,5.92,3.7,5.38,4.41,7.01,7.08,6.25,11.02,7.81,9.03,3.1,3.53,1.58
project-chip,0.47,0.22,5.55,0.24,4.66,0.16,3.97,5.21,5.63,35.3,3.56,3.91,2.3,5.19,6.58,3.64,2.12,3.78,15.58,3.5,3.34,3.65,1.58,1.41,0.82,0.65,0.72
ziglang,6.05,2.08,3.09,13.4,10.07,5.51,4.12,25.03,20.81,4.52,14.2,27.23,5.59,11.37,7.89,8.64,12.1,36.07,8.33,8.22,10.96,5.74,7.5,5.61,7.25,6.34,4.0
apache,0.26,1.19,2.34,0.5,3.11,0.17,0.12,4.2,0.02,3.0,0.11,0.18,2.86,0.04,0.24,0.15,2.29,2.34,3.45,1.03,3.07,1.71,3.68,3.89,1.03,1.92,0.18
scikit-learn,28.05,16.94,13.33,47.94,10.24,6.44,14.45,15.62,9.23,89.39,16.39,22.22,9.5,11.39,12.8,2.19,10.56,14.76,9.41,12.16,7.36,4.36,1.96,3.9,3.11,3.14,1.63
laravel,0.15,4.66,18.54,3.75,11.51,0.29,3.92,6.0,3.17,24.44,5.29,4.89,8.95,22.45,20.75,18.1,20.07,33.4,30.83,11.41,10.23,9.37,2.62,6.39,3.67,1.97,1.3
ethereum,2.22,12.3,1.26,11.14,9.47,2.77,2.0,6.84,3.76,86.12,1.33,6.38,5.51,8.13,15.06,8.8,15.11,12.07,10.39,4.59,9.21,7.91,13.04,29.83,8.82,13.18,3.35
ant-design,0.0,21.8,45.73,49.16,51.21,40.97,32.89,36.05,32.96,86.5,40.22,63.05,43.21,42.89,57.8,43.95,43.92,41.34,46.74,28.44,20.96,13.78,6.39,5.55,3.68,3.79,1.85
rails,72.94,15.73,20.17,16.86,25.03,7.69,25.57,29.52,23.93,129.67,34.69,8.27,30.99,23.12,35.16,52.79,22.2,22.73,25.99,11.99,13.85,12.56,7.88,11.47,3.46,3.61,2.52
vectordotdev,2.68,1.65,14.74,10.19,7.72,4.68,8.11,9.34,4.52,68.58,0.4,5.98,4.71,6.55,7.66,1.49,1.76,7.03,1.5,6.91,2.5,8.86,12.03,7.14,1.37,1.1,1.05
gatsbyjs,10.14,22.66,14.58,13.0,33.09,14.1,18.79,43.55,24.16,17.12,5.63,49.84,7.3,12.33,22.02,13.68,7.75,28.04,16.9,11.36,3.23,4.62,6.91,9.23,4.2,2.03,1.44
