Company,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
nrfconnect,346,382,340,309,453,329,261,435,408,371,490,317,444,443,365
airbytehq,1070,1118,1207,1196,1487,1513,1245,1623,1833,1751,1840,1543,2051,1932,1896
ultralytics,588,523,664,710,692,650,734,764,754,628,645,632,538,481,483
kubernetes,579,444,453,405,405,463,457,433,441,522,424,337,530,545,596
leanprover-community,704,711,888,910,851,731,951,766,575,759,684,387,431,256,332
tgstation,1100,804,819,987,1047,839,951,990,840,907,847,896,918,841,958
gitpod-io,871,862,867,937,1042,1023,1062,1213,1421,1183,1176,791,995,757,765
neovim,608,454,521,606,675,519,553,589,543,618,493,480,672,555,570
keycloak,529,633,608,629,540,635,623,835,657,689,642,498,654,825,2023
gentoo,569,459,550,521,562,548,664,553,566,649,536,526,587,636,691
ruffle-rs,290,223,237,326,317,207,283,340,510,450,261,409,545,610,970
spack,689,746,854,795,844,604,547,853,598,878,840,672,693,769,1030
electron,691,657,800,661,646,594,539,598,576,1432,1185,389,806,700,557
openssl,364,301,406,332,393,408,414,346,375,403,404,336,378,462,433
backstage,723,717,834,780,737,801,794,741,750,688,847,719,858,779,795
zero-to-mastery,328,357,270,299,269,386,389,397,454,440,297,502,549,345,414
cilium,634,490,538,567,556,533,876,721,805,690,821,728,1050,943,975
oppia,427,375,413,271,187,252,261,357,376,491,337,348,509,439,480
postmanlabs,331,304,334,301,290,346,296,277,219,264,297,246,305,301,323
obsproject,289,221,286,271,263,220,327,403,397,396,386,201,359,365,421
flathub,125,100,134,138,171,107,99,119,127,110,94,102,136,121,134
spyder-ide,213,217,269,309,363,503,435,449,485,378,231,207,205,261,293
strapi,541,499,637,380,471,387,457,562,389,375,466,480,529,550,499
GoogleChrome,180,164,322,262,223,234,225,284,302,329,371,295,390,453,431
nrwl,700,594,762,675,685,702,647,753,826,842,934,791,970,989,13510
scipy,273,372,425,338,427,318,418,347,304,382,369,343,381,325,276
project-chip,2186,1585,1489,1301,1502,1463,1727,1192,1186,1086,662,682,762,838,803
ziglang,424,404,449,297,345,276,450,552,486,600,521,742,698,435,498
espressif,346,327,475,394,473,372,435,456,404,389,429,378,398,448,467
apache,420,345,404,384,409,420,362,522,566,470,455,373,371,446,435
ShadowMario,638,503,493,1038,574,751,955,476,389,435,340,350,260,234,244
joomla,642,456,558,416,361,507,229,536,362,412,432,302,393,374,428
scikit-learn,425,491,602,486,408,432,459,358,405,366,422,300,405,340,432
RocketChat,469,445,535,531,482,571,460,550,412,294,596,397,412,501,817
laravel,498,506,471,417,409,411,447,474,471,400,348,310,426,420,373
ethereum,445,284,391,348,457,418,481,471,580,483,454,281,556,428,431
ant-design,526,415,718,700,636,639,592,664,608,616,969,918,680,619,744
directus,450,394,486,511,425,473,399,454,339,328,312,362,316,254,309
rails,511,475,434,353,442,395,355,380,420,340,362,363,504,482,409
vectordotdev,543,614,548,574,508,610,469,765,563,498,445,818,557,521,515
gatsbyjs,415,391,401,326,335,285,384,327,265,269,320,230,262,170,143
uBlockOrigin,432,481,611,559,499,422,325,477,533,411,412,346,445,463,429
webcompat,1549,1558,1581,1903,1876,1544,1722,2008,1913,1750,1974,1434,1591,1398,1535
