Company,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
docker,3829,3065,9266,6358,3614,17890,8095,14895,52884,5676,1410,1973,1688,1791,24218,3104,13075,27215,98519,43650,36743,57959,45171,16319,186010,80787,56559
magento,107837,220277,107960,2916,1748,23369,32007,119440,38242,355,18342,7462,2565,31115,165,800,1067,998,227449,21573,648,3259,12881,12881,203,7075,27333
vercel,74256,10069,80858,133269,91400,24873,48083,237557,324169,224486,377351,365045,216825,165738,111321,111919,166801,42619,160415,125139,98516,428714,45020,42582,60213,108116,254421
department-of-veterans-affairs,515,1124,2277,935,774,120,294,1323,738,3055,123,130,911,501,800,1154,1474,183,3799,4949,186,253,789,188,652,273,579
zephyrproject-rtos,149148,97453,71712,133425,110646,56086,78955,151474,37412,20163,97649,52201,102517,45503,276401,60119,173942,92354,202323,87457,84073,114119,120296,45487,62493,60249,65563
Automattic,92840,77788,101714,117666,256456,49981,218757,168440,91676,7727,160974,129523,72187,39817,56092,45959,75184,33080,30082,47663,113780,83973,44359,75921,64632,46641,58014
qmk,143853,365380,47646,182001,165938,136339,195123,341531,189640,41607,272094,193849,80560,158922,50127,102608,180410,67415,172251,352282,56865,272918,170358,63605,213805,292315,302947
mrdoob,86146,23103,53249,530246,30384,8842,31547,216478,31582,9674,14073,19833,28071,63049,15324,13259,21214,11331,6382,22095,19597,30108,58656,62981,109692,261049,35375
termux,1155,231,733,3391,1884,1200,1340,4927,7447,1319,1153,2011,64277,7834,5914,84964,7571,3476,5104,68903,11385,46072,28581,9874,20887,37724,13570
rapid7,4103,14500,3169,6968,5498,1198,2384,4061,18761,176,3472,2125,4262,3286,3206,5968,23660,19140,7714,14603,30901,7771,13569,79253,35326,32377,2357
Regalis11,487,347,8615,36,749,118,90,16,46,2,75,33,39,4206,463,43,44,18,54,11,13,79,47,1,13,365,21
Koenkk,28276,7711,4163,2242,11192,46203,42073,17805,308089,80414,23853,9303,21586,11393,1943,254989,20688,5050,6053,19921,4674,6285,9379,4861,5749,4993,2692
ccxt,1800,1362,9447,16783,68099,31837,20306,6349,5053,2004,5970,17282,16108,10611,8658,24548,13813,50963,46869,19443,147416,123736,40712,86398,30619,5722,145702
JuliaLang,19272,12520,10855,15341,19946,27226,10015,12887,17734,11639,27305,23444,56558,18904,44380,11037,13197,21353,33544,10523,27635,96603,18788,32096,25415,31223,30406
jitsi,26858,13869,14267,31843,54142,11344,25895,21236,44323,15372,63856,31022,84764,47973,64472,15080,56861,6108,13443,16525,51974,142995,40381,50587,6794,11441,25250
WordPress,50586,138321,107899,280004,165439,91482,93808,109236,56668,2156,79486,156284,43150,42643,30832,158036,100935,56167,45706,136918,163079,37119,47072,47866,51981,48518,122659
istio,167297,59819,70306,71605,37517,27191,33057,32361,24102,4699,42936,28868,17649,18730,128723,102958,327396,19848,68625,37894,35170,148933,34586,19594,23482,113266,36587
qbittorrent,167137,1183,5563,11026,4130,6814,1401,42800,1873,935,41686,2671,88017,3630,9806,2056,73092,3271,22178,8606,4447,1142,2668,11280,2920,3644,1525
yt-dlp,1100,5368,2376,1525,1523,3681,3822,2228,5179,1339,3985,8262,3110,8422,4028,9940,6374,6630,3983,15183,5805,5617,4992,1613,1627,3366,8548
DefinitelyTyped,193885,106751,117786,202096,363196,192854,711051,148603,199099,46068,126911,128150,108098,41869,37046,144770,60335,82884,113941,145303,92607,219756,103151,48706,113649,164088,301090
mastodon,5408,22672,10263,78349,10355,20763,4837,6940,6675,919,7386,5096,9956,34155,43270,23502,28447,6793,17582,130202,47335,158998,88360,27159,35932,50488,24844
python,56106,45588,75316,199948,90428,138243,299032,441953,325027,53819,232512,46130,290990,257131,101538,85003,228215,172222,81973,189743,162363,99624,244325,65878,56126,228710,153213
grpc,39214,33437,112768,61977,26480,44630,417860,263506,109535,124439,126527,162489,249365,105109,152723,142490,63908,78705,89965,63482,101024,146949,70588,92008,59987,69412,259943
elastic,878066,1111782,1057502,1065886,808977,982289,786874,1271298,1418905,102690,745875,637002,1210654,347574,635172,588545,294254,581683,602295,519714,501384,656639,593869,573615,437829,401079,426123
hashicorp,17208,12771,40889,56782,13003,48654,12928,11835,111833,2865,72879,64767,69526,70609,70098,37573,134091,33649,55983,63251,19002,31931,47715,43085,178004,73425,70929
redis,17001,4823,13061,29220,3435,5983,16947,4537,3836,7747,10869,27588,71849,103825,3043,10961,5797,3324,3316,4484,2440,17355,7782,2501,5264,2707,28834
Azure,562877,677223,646158,414931,843804,501822,685264,414217,558234,26988,635969,272313,586456,467588,1380348,449978,515640,331742,363916,507479,444790,396906,791625,464403,686441,897997,642401
golang,118308,324913,11150,678,129041,480,3673,17883,1434,217,2227,11044,661,3749,2486,2216,7824,556,644,67307,99473,559,1004,1556,1039,1214,782
ceph,181974,174105,205266,178912,74056,95207,207116,242502,44878,50399,109727,60492,152469,65061,79061,144151,183813,301776,125411,139764,79849,67346,274194,71909,58488,49267,137651
MicrosoftDocs,75621,87758,191620,4229,84389,3185,7325,15644,3719,664,32469,4143,3057,9228,4655,230351,8645,12600,16915,9203,7856,14630,33808,13041,147043,86381,25707
ArduPilot,83148,278120,219883,220812,102069,379162,243359,40880,188840,70576,37455,112074,30830,28992,100049,251744,63978,28589,16906,44141,18186,27369,123934,53423,41963,86954,230297
systemd,20455,22595,15956,15647,20207,27090,12156,19468,30808,3671,26200,24894,11779,21465,20966,15008,23265,21599,19512,19765,26040,21258,15244,13316,23460,21638,18828
TeamNewPipe,27019,9664,8404,3379,2816,8482,5522,5133,24717,6398,4877,4771,3409,9661,14015,18535,1086,4831,10422,11995,9102,4328,3383,3301,4921,11135,1143
ppy,6655,7488,4410,10978,14772,11377,9873,12489,10534,2888,20487,21720,56761,5510,8260,8108,21628,11242,15398,11996,83135,6738,12364,5469,20833,7522,1406
qgis,46110,79970,43735,17274,85406,68055,34885,259728,30448,6587,175767,19824,26426,56680,30752,21896,104717,10355,171448,152191,11803,140469,89945,15405,90790,61764,18094
google,1252,1370,4513,1148,1089,1110,1319,1853,1075,385,1019,1013,981,1020,2555,990,941,1114,1157,1435,1484,1666,1163,1248,1379,1777,3440
odoo,286117,347530,515263,399875,654249,524301,391595,314050,830048,139647,528498,305569,555075,409078,249065,600531,357587,819266,415183,757406,1354764,1165237,532378,321827,688520,929111,832663
dbeaver,1894,2308,3556,4331,20674,6893,2242,3043,4341,829,18961,7337,14297,6302,4559,5211,6768,5906,3671,3373,8919,6535,15448,6245,19521,2975,2460
Lightning-AI,96350,71826,45108,15791,17120,73476,139088,30076,20320,1111,25269,23955,10895,26791,12138,24672,8621,16366,42171,28154,61561,23448,36038,49917,82134,62131,18401
cloudflare,5674,7905,14374,11603,10024,8610,62996,32636,44403,7990,9386,12955,184715,69916,76207,82745,12745,4734,23780,93251,13916,45474,74109,7513,10360,76136,72351
lensapp,9250,7648,12366,51314,74337,14824,12713,11069,5493,3978,15725,11501,99721,79302,59842,22668,17692,17092,52295,34743,23382,45677,102267,54211,88963,193188,1196414
bitnami,35862,53847,8280,13899,7082,10820,95762,7619,18007,6400,35607,6840,34656,60614,58941,59635,41189,48736,35240,26698,17765,53772,37188,91822,42236,16671,32667
appsmithorg,39471,44284,101147,28278,32779,52512,254152,50561,199261,53646,35193,163358,54708,49611,131788,141101,134934,152008,193906,368403,145558,186224,136467,132330,84272,200677,417070
prisma,32596,19738,26859,74353,29064,49031,25194,50512,63463,5088,15117,11584,20608,40372,9154,13705,36757,46033,32863,29556,42121,21133,26709,17094,32760,28608,20456
darktable-org,149384,103001,55253,33525,59056,188651,100112,23932,52711,20259,112283,50825,128746,70248,58632,87984,79259,111274,48699,87276,75769,47736,84118,64259,46401,133586,169038
go-gitea,83490,22066,115285,222989,55990,89712,178129,94987,16719,1715,78917,51954,82807,140947,33779,17656,27163,44543,71009,90412,23324,48637,157726,17156,58906,39786,263958
Homebrew,27587,194850,47360,191197,15314,18339,14633,20512,19723,4215,13402,21550,13079,13851,17614,37546,77898,19598,15195,19862,21775,17371,38573,18875,20882,19937,21737
tachiyomiorg,4390,15280,6257,6666,14188,58188,4645,53731,5058,7505,3741,10395,7363,7145,2927,7915,12154,22579,48561,54800,12259,9097,3810,3892,31313,13670,3533
mlflow,1346,2749,2868,2212,2401,7564,18314,7968,3189,382,138058,26881,179089,230787,103998,217619,313577,124166,111411,47812,97227,98810,38304,44878,6154,18255,55672
flybywiresim,44191,73214,84880,111259,21257,25944,50015,58750,50940,32321,35540,30087,55626,120819,78425,93774,105121,4378,69726,17158,353029,19381,24920,11852,64168,81990,62508
angular,74045,56992,44650,183916,126040,184666,57170,256659,65899,89338,575500,329084,75949,41785,138367,244128,31175,87556,187313,80844,68792,41566,124168,134105,52227,174317,40757
bevyengine,15667,16062,22351,5180,7327,2052,8488,5644,17022,1812,24686,69825,10478,10172,20645,21209,17143,14745,20848,16434,22597,9562,19034,16119,46916,21955,27127
zulip,9398,97438,89817,61549,23644,38746,25205,20072,39911,1412,62724,49169,50292,13026,79325,39180,12834,22154,25535,17799,18400,37364,65671,19021,22641,34130,171446
trinodb,107032,13198,23399,14875,25072,19927,33881,7870,26824,7852,48132,51850,47053,40122,48321,59408,48634,50689,29681,53729,46746,70426,74131,78132,50591,117661,80897
ray-project,31643,73736,64992,30091,29341,36589,53248,87494,84781,15736,141218,149849,331390,80448,135874,94118,115373,213769,145376,234397,101831,289194,201396,45958,88536,157370,167221
rstudio,13490,1885,37875,4568,2448,11255,17797,3594,655,439,21150,10320,29179,50337,13659,12939,9001,9452,1810,29942,37988,4315,4181,38156,4434,1477,9704
grafana,119373,7641,136138,55065,65743,6447,68884,20686,23900,970,150188,6476,199010,184738,76371,95605,27516,45298,48015,90866,40068,135090,348059,103953,155083,131356,21202
desktop,11460,37072,24318,6518,5519,5315,3184,23568,9303,2529,42652,2396,6026,11450,12254,6076,2420,12558,1738,844,20029,1260,16558,12319,676,1513,3505
open-telemetry,16561,30079,54122,35677,68283,62072,57836,204403,75898,7133,59979,65414,53066,122517,70528,109079,107477,92107,76596,288211,214174,194671,140186,226916,260550,195280,305759
getsentry,105136,159118,106957,128585,52543,105134,88842,109352,104758,14152,101924,55815,110503,93703,113186,96760,95557,104854,107311,122051,103361,132027,106760,117488,94829,168828,184113
CleverRaven,263928,227237,297140,117759,100699,258895,499321,329007,557197,87209,359348,243018,658775,215373,333034,375338,390404,408084,467190,289820,323657,313928,207974,239652,349311,312111,383341
quarkusio,43192,61311,53188,45165,25216,32094,35191,18447,33325,11438,37052,98383,46418,27130,22116,14115,21705,21030,16531,15755,30367,38859,19624,10239,32125,100110,59269
SerenityOS,26820,77228,24734,182936,77844,51852,54987,32990,71819,22853,25027,64941,56007,57341,67718,51961,69563,25326,58484,44928,49180,41225,48421,56969,63471,58142,47157
brave,200,73,99,91,40,89,54,66,51,11,250,35,2840,405,10,1281,11,236,46,17,213,48,1365,1625,16,10,12
expo,221424,195015,70781,139909,65743,169063,110676,153216,272192,282285,105553,186728,114662,157487,183102,132663,48151,47823,305464,221711,146124,105717,245708,57322,134467,278925,75060
php,106594,20513,17785,20184,103787,83723,15639,12837,88217,63669,18834,19617,4776,6798,3250,8945,29353,6920,37712,114889,5478,7652,4970,8685,69377,108820,8144
conda-forge,1229,1099,6435,792,4861,1161,1570,537,716,2103,4366,1480,2049,246,2873,517,966,734,685,1543,830,1111,1561,157,1163,1020,173
alibaba,65741,2292,11213,28075,24690,15375,13344,65037,182193,3,5077,53480,157790,12629,2630,21134,5255,2158,3447,78608,23276,206910,13854,131518,7738,2745,22035
elementor,55832,22360,15576,53892,49934,44655,108698,48571,11680,1887,48305,44430,4305,26869,31036,6244,42112,53574,48348,148566,48967,117837,49804,85000,23725,105593,45675
argoproj,24299,11153,21021,39562,41483,9629,47124,11454,5676,961,55104,9381,17723,225849,56287,50032,19387,59141,122458,135755,132851,49332,112096,95441,93473,268015,151128
azerothcore,148777,22952,111919,45547,119276,24992,63385,6366,15669,5799,70646,32936,94692,23130,26712,194704,22588,15657,5131,85136,3293,47816,7477,20896,43608,59908,111747
JetBrains,137612,74527,123193,120887,69887,117356,19573,40897,27,31497,42085,58678,39103,5,24132,100728,19546,11277,19607,62323,117939,125990,464883,140421,136796,58655,3812
Chia-Network,624666,494324,35386,34545,21750,18153,238564,21001,9868,14440,30392,56683,127599,54655,73010,126512,111256,99024,108281,702069,113235,12513,71624,14361,3697,13887,24565
files-community,12443,15041,47181,65835,24358,34842,42101,50663,16513,4033,101684,35717,41250,47898,17329,29130,14529,268157,15346,67665,54352,129611,15152,17086,25135,399088,35026
mdn,13265,502415,106335,217167,149726,77631,638798,157348,220434,183412,438986,70578,120270,108840,404627,98113,268326,229043,604463,4309779,1091258,573096,152486,108314,55633,68806,63956
gradle,98060,42044,24177,23988,14359,113074,121518,56048,106364,27098,52541,31806,71288,11792,43899,31066,18675,35753,103592,95021,103825,75857,40766,213171,42903,21679,92612
dotnet,199396,137322,45730,330629,265611,136829,253912,91065,141000,10274,236075,49952,127485,160598,35718,36593,67105,51970,80703,55981,38810,68422,25877,23706,58867,24135,129238
ansible,16174,246714,40747,164952,33298,72539,94676,11285,33621,1242,28246,4443,11261,65234,17500,17816,41749,21750,52026,60136,28202,106017,8735,28335,3831,100740,85859
bitcoin,13688,34910,26173,55213,72770,144648,34718,80708,71532,82879,192826,74447,146441,259834,56844,73352,137166,128578,107907,23593,32948,58406,50042,9656,276693,47306,219509
openhab,79463,39054,8945,17448,50516,25698,112764,5463,10263,5427,101046,13713,116642,34000,15975,36711,25843,19141,10368,21499,9282,11954,7356,41337,38673,104437,64047
renovatebot,5218,13514,19725,19246,19418,22264,9673,25602,14855,8708,22537,16863,28777,34600,137100,63329,17355,17593,13795,51197,10884,22221,55092,22023,336716,17361,23297
PowerShell,5014,30041,3922,18297,3906,5848,3459,8894,5820,10484,11314,1631,4316,3883,31714,4638,15090,2250,15812,4176,25114,16090,43019,5956,12176,33074,9688
openjdk,123436,60500,60474,278876,161494,127631,122586,21476,35201,6099,80715,40339,34210,26264,103873,148915,196100,69668,61475,117987,124673,271603,159118,91646,90276,125810,166702
Skyrat-SS13,296291,675808,443340,903918,1107842,369143,216017,406565,1001520,70535,598829,691770,1294236,978243,2061505,929351,1331939,1327946,1200987,620978,443019,280706,287592,201149,339740,158373,375922
vitejs,14887,1577,2283,2185,5497,8782,4877,2005,25477,3429,5764,16429,6680,4112,6526,3556,25242,34633,7491,7963,16578,6342,10779,29119,3765,3428,7208
demisto,127568,118424,141707,162143,135079,572353,272735,551120,604135,137484,221483,562716,222366,507200,218389,89280,146477,100978,175380,299821,240071,95172,236144,342693,406583,204005,322945
aws-amplify,7683,21997,23419,20401,10426,9799,21940,95949,94397,17431,264313,70262,73038,6455,69623,477061,94171,68710,18799,17510,23666,69140,44943,67646,66066,195985,120560
element-plus,12445,25589,3676,39757,48268,16463,41642,322876,365636,23546,32396,76819,39929,46337,76062,44459,63409,83903,26858,11094,28222,15434,11054,9998,671,7020,23408
trustwallet,8132,18162,33451,16693,93439,45125,104205,254253,110266,6102,354676,74895,60631,103983,31295,8223,30519,1092,318,27435,12274,422,13054,3732,15250,4502,1668
firebase,95548,4856,5869,51380,1985,6580,8073,21647,9213,859,9526,7060,23280,12880,2133,9413,2499,3355,6242,4882,13551,26508,21556,217479,51949,12280,7149
opencv,9182,48882,32190,92296,16671,82207,21334,8392,29177,3452,77059,100675,106071,104975,4448,31216,48901,1601,2832,17373,5107,8544,76880,60530,25859,2950,117401
xamarin,4433,24917,7450,88686,153325,70698,271678,19921,45595,3376,43103,11126,18167,13018,50267,20940,20013,12594,32829,74382,140815,162930,307603,474424,54008,130834,552036
void-linux,23456,144389,28254,53017,22124,19787,9484,10852,18289,5610,11803,8806,30001,33665,21274,9465,126616,127870,100175,23864,13207,146184,20328,23351,72979,52747,28004
PrestaShop,172286,99368,193926,393371,214013,240939,111234,21033,180144,33714,142448,150463,148295,96156,206579,31000,23152,148333,52416,161304,127678,134244,128162,419602,243969,111129,190328
IntelRealSense,75643,32390,15749,8757,146306,44877,6960,13999,25321,19376,2462,892,246,2009,138,3919,3260,3904,3147,1994,8285,82765,39375,374254,418265,355549,213880
github,285645,416674,688034,204460,361150,621846,236878,457528,137032,46348,372363,632430,596221,312934,291680,358079,217206,256117,173354,541308,1597273,278963,409770,649155,211866,358783,310717
sourcegraph,103776,71788,307136,72496,72962,72201,102076,104729,95459,11504,166788,277844,108380,390003,194354,115423,169477,137878,206461,359124,269716,215854,184396,143077,364645,469516,416141
openshift,106207,607858,445751,119372,183190,366395,359762,309770,702399,74254,438574,753521,864570,214159,274725,295939,442194,214275,216516,316772,434178,517627,636679,456806,628873,479823,711291
facebook,1708,2267,233654,3413,2393,2666,4115,30840,7447,2696,4458,23131,12679,19955,45276,23317,4728,23547,82547,6998,27386,31661,34568,11089,21583,20506,60680
cypress-io,218845,98515,89483,151400,170414,96048,21045,64988,171636,5597,222184,564575,147732,166430,332934,414114,331216,46230,36517,108129,50953,85140,100518,133089,26718,28626,87142
ankidroid,4602,3992,55419,78278,15704,10613,66621,13943,18806,2977,23471,8888,39718,11704,53455,97600,52301,47564,47953,82853,32522,21116,12137,6697,4387,159701,11762
Expensify,29289,125219,32682,130624,144992,33994,47687,48521,163646,16472,39553,36677,258966,16812,26277,12108,27343,45715,363899,528759,374953,188877,320429,165232,131184,123168,58499
RPCS3,16555,6523,22915,18058,36436,4016,6169,5435,5491,5181,5404,5725,10935,10348,5855,15492,8162,10761,6999,7819,5031,4555,1265,2705,8821,5932,50663
gravitational,113778,1118911,926100,205548,220144,81462,109102,78198,310844,36926,34686,308843,297319,170720,218481,237677,166591,175616,406207,656199,199676,250914,320081,258676,603805,645921,426047
kubevirt,166572,108482,22269,29695,61682,46545,128707,30137,64837,33443,130819,48245,115067,78857,178442,149503,20939,14794,37535,26071,35954,18698,40720,17058,27900,127270,83941
macports,31424,8611,12342,10964,10289,12150,7331,12380,16194,3681,15141,14013,20080,8800,28979,53884,16101,5524,13402,12717,12701,12722,20562,15072,101908,8819,11859
MetaMask,15740,158869,24097,234227,40897,180134,44432,19136,71068,8457,27198,42330,45820,39087,54919,58411,30490,56715,38412,45397,92631,172753,193992,87313,109827,614146,108114
yuzu-emu,53287,12243,3278,3748,14648,18884,63497,6198,4578,12656,27008,32974,30195,16896,30699,37313,132231,23808,38294,36415,21870,35579,9990,45536,40296,38765,32787
taosdata,95837,55366,82494,163694,83680,61050,61380,162339,106826,31165,348305,321770,273404,376222,439439,729216,1283182,1149293,552717,538580,356648,416474,285132,262878,116764,226492,118162
mui,102438,31166,128839,102481,262129,460485,139482,183714,462696,4869,69907,65055,27172,67859,52940,97685,15792,25705,79442,32473,50392,40108,87573,34351,15953,57457,148889
matrix-org,15547,10298,5008,11957,9324,11189,8266,18404,11340,2031,118496,8329,5683,11530,13724,20694,32735,21264,11435,11290,16054,20711,8917,108433,20554,10101,15350
tensorflow,17958,27148,68688,18366,22372,20817,16857,18856,21971,5087,12899,114270,90562,56490,70664,12693,7435,60583,13774,114412,13923,9552,27910,7814,22569,31530,12114
rust-lang,134572,250680,228816,306767,84235,72915,116912,68163,85283,26046,113342,109693,110172,129532,100590,145937,117596,251616,321824,218170,203740,195374,258252,143001,163843,201019,151902
openvinotoolkit,154163,189884,366738,145622,487378,320837,257112,228495,378805,47052,176969,232938,176840,111019,315345,18238,49258,18898,108473,122101,225111,161061,396358,133689,556173,126692,179418
DataDog,57374,44208,40899,46705,30738,18062,49202,29444,49155,6447,49620,45988,46675,174980,63216,58871,51180,37938,42377,44929,46298,43603,102279,168996,201975,165743,109921
tailscale,2815,2997,5149,6655,5937,3354,8621,5515,4315,229,3858,3333,1217,2642,4752,5571,4434,2480,7188,10966,3681,6448,13949,4532,8590,6983,59092
openwrt,42555,36781,238246,61373,105481,97025,46166,132183,134200,50598,121929,66875,118064,193839,89730,123112,59515,101309,181853,103018,13263,80375,68707,131948,236604,61207,88034
home-assistant,67982,104059,141415,157088,148477,125281,135723,189287,165072,17057,158731,203883,95622,327000,377027,147560,220542,68110,150382,118547,239427,147557,123535,121702,156808,331585,168483
matplotlib,62631,11775,20594,31701,12819,9752,50498,21212,37850,1565,37641,14904,14866,14253,7283,5550,10526,12469,4116,9543,10591,11309,84364,26018,13208,11146,32670
rancher,14854,7107,9748,34531,33181,23474,13074,9629,16895,410,66459,14999,29291,9833,9536,12560,2791,27398,9627,71632,173396,77800,41755,140854,73512,158316,2823
envoyproxy,41277,32722,64582,85848,45829,45782,29438,68508,220621,7303,20004,9209,18866,40345,28193,35669,23499,42494,22213,24135,14156,12132,71544,25422,37800,40262,30627
godotengine,278092,240235,569044,197447,468940,105727,195229,655725,281434,41079,262168,81752,352946,493128,497992,448325,262181,129403,320885,276646,202884,170763,137007,87985,203903,259612,58474
aws,45465,102569,113440,159222,49099,84907,88956,31454,201795,31218,154085,226952,556515,59958,157155,250542,280180,267366,270699,503802,126652,115424,346443,92841,282699,130226,268233
NixOS,524587,301357,299721,287206,540680,274099,391565,455114,394629,42548,592918,372692,422211,310748,349639,383850,338681,256100,275228,494572,369482,545207,534521,648299,809648,706956,699402
newrelic,150624,155735,87305,158553,123319,47501,73802,209506,137418,28640,167633,98957,240949,687605,224340,519234,130436,300761,190973,668648,97155,482447,244365,385638,205213,289459,216394
mattermost,69953,54933,202429,155177,341093,115119,241845,148279,184485,115387,119837,39636,106232,24837,105674,78974,224385,35803,97900,67758,47589,46012,105810,81196,107681,47499,38554
metabase,164141,42806,59384,323265,26964,113919,64149,165349,66887,63733,190580,133281,228065,300294,60426,500052,411674,156743,71138,160321,139943,65238,186978,314204,109421,150151,232008
huggingface,40743,25477,17818,33229,119342,18172,156008,21565,18738,1826,16297,149220,56099,93558,58606,43154,53911,47062,39652,13820,23983,39170,52477,14485,65200,16852,15516
denoland,50824,52677,35196,69145,41944,90159,39354,39293,23839,4657,18284,42844,35692,10113,31879,36206,22881,38590,28013,79432,50886,42521,42236,39093,62930,143705,201670
freddier,17292,9404,6812,8486,8473,7581,10065,4048,2742,5065,4311,10217,9517,3429,5193,7618,1776,5131,7597,10169,3370,9418,3626,9237,10155,9275,6805
symfony,51532,11787,86522,56020,167460,132065,65399,47025,11239,7108,16662,7162,24889,9745,50178,59686,4700,4555,61946,37025,6388,72157,45637,75250,37462,52815,14055
containers,35667,118143,83653,36997,117664,17624,35191,64817,64217,3209,41205,49363,40722,33391,80945,64440,34986,129160,118955,167774,136432,72375,22809,8269,51316,66995,21742
storybookjs,56873,109549,17325,42707,99232,74041,16872,19354,62205,3181,72199,8035,69765,56723,26978,34203,129514,525244,302484,54457,50002,159259,61889,35269,58322,50725,35285
cockroachdb,245877,175806,164718,231897,244776,413547,225147,280974,193037,36630,267263,338915,445914,195304,317144,262628,159423,155879,208204,219124,289298,185153,140637,194048,167047,156307,184068
coolsnowwolf,6909,3146,123118,9300,19282,22601,22566,77176,54610,39286,24491,6418,4359,39986,6137,6391,47711,5659,29441,22830,6207,14860,13228,42033,86529,1431,99071
xbmc,3032,3126,5962,11297,25756,3879,3969,4063,9259,136657,30089,23150,12497,19248,15841,6623,13916,10771,8223,16497,38350,27366,7017,9424,18951,11328,19370
section-engineering-education,3314,225,460,1377,214006,10439,4172,1642,5930,1986,4998,32824,187,285,7486,5358,24,192,862,243,86,50,90,220,115,32,5
pytorch,140649,203589,384402,435308,529089,404788,221669,372807,634902,26589,297791,390705,456444,671926,350702,377838,517171,720961,974613,358668,246874,371609,245563,185654,387001,400439,495938
