Company,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
zephyrproject-rtos,46728,102342,216501,169423,190061,169707,213776,80142,373440,162877,411290,214772,197990,163969,146630,148131,47420,108225,107782,161703,138799,205371,178667,195140,188661,186273,241998
Automattic,16400,28617,2791,10079,-82146,15354,-46572,-86978,-18664,8812,-16596,6323,2673,24667,17403,16393,19796,18683,34949,64476,109061,59990,76065,88730,50087,52284,54887
qmk,205202,154149,210240,58986,106066,83736,206286,177704,113477,35520,277612,50812,257329,141971,64876,247632,185761,192343,25893,293483,110092,-33461,382405,212032,-68927,92227,154900
mrdoob,-56200,5231,83999,-73636,141637,110000,-14988,-38704,30627,-6896,62848,13354,79434,-27862,8304,71394,-312,-3300,4818,45342,43759,40680,43084,-42924,-42720,-41732,57134
termux,1447,1111,554,1275,5726,1594,2333,2665,4259,217,5725,15090,130234,12941,18874,98570,8751,7852,1424,-43276,10351,58640,5714,15809,20005,4609,9687
rapid7,18208,10695,20460,20938,33480,9402,13666,18505,24875,4684,15294,30508,12009,13351,13063,13558,29276,22773,18381,27856,82778,49798,96423,210796,82779,16379,16862
Koenkk,-10282,1848,233,1072,-5629,-20527,9695,-7958,-205344,-32570,-39,154,1254,1361,183,18498,-83,657,248,8842,198,-58,-2925,-831,10,140,759
ccxt,6642,5655,-741,19919,-49235,15211,969,15639,5238,9677,15011,27418,61757,46791,48207,47562,69498,58094,13166,-2887,1260560,192068,6732,-37083,28277,25212,51784
JuliaLang,27433,14062,11665,10543,-1244,56851,9648,9795,21357,-2921,18272,36952,-21546,39116,29982,8519,10299,5519,37273,9249,17791,-32529,4905,11877,10939,16109,22572
jitsi,82859,11341,15409,128721,22053,63983,43277,104569,206215,-11571,62510,1339,-1357,31354,-36716,68010,-29301,39091,4596,6762,43055,-160,5993,-33456,1467,3359,1716
WordPress,44184,42017,52865,8270,9880,9013,83774,59106,13109,2240,16933,-29401,47703,64743,73049,-14874,919,26530,32464,8605,-19402,32022,49347,44223,11766,29132,30850
istio,12172,55718,84046,59853,7458,40869,51278,34023,27814,-1019,-3724,23852,26761,17055,103098,-29028,-175437,28242,-8865,29080,15993,-15303,71824,12311,19792,61173,20025
qbittorrent,-63677,262,2158,85299,85009,64,618,-25984,6981,18960,-17426,2618,-33932,1527,2340,1143,-15948,1955,13230,41670,3214,2004,2899,2994,6676,2273,2438
yt-dlp,1572,2036,3058,9082,3175,-668,4333,7025,9055,2084,16041,3700,8823,3583,4617,-1202,6020,4091,3444,1040,7797,8107,7865,5457,4577,4139,1943
DefinitelyTyped,221421,218813,175990,109099,-112331,252882,96412,102920,159603,-9971,20472,70286,154176,171484,100263,163512,147035,201823,-20421,78893,477297,-10878,74452,48314,127612,76463,48351
mastodon,3220,-5262,12978,-33826,131505,25851,-1233,3467,126179,415,17599,1329,19596,4153,50253,-4692,-277,56437,12935,-1289,-31415,-113350,7536,331098,-17194,65124,158595
python,16268,52482,59193,241763,65980,35121,-60798,315500,73082,-3912,51535,31452,-79059,43991,12426,54887,109672,108080,151005,69500,116942,192074,16180,96162,31715,239829,172394
grpc,33193,87421,69936,36372,25385,49588,-190169,8217,-1246,39346,35307,15552,19202,22140,-33232,12493,70653,29519,27748,29001,46352,54927,70956,13803,41515,5465,18885
elastic,782365,657894,1003335,755707,695017,790423,626030,340735,485214,103211,324070,162826,-49485,474664,475279,393145,591120,357143,606596,629069,659420,488386,425006,111426,358714,441440,615805
hashicorp,66866,52121,130184,130563,80016,63508,49126,40809,37772,41452,157048,62357,125080,82765,133270,86538,124299,65841,57567,76253,35517,92998,185883,111921,19292,56314,91974
redis,51593,13040,52759,94335,5686,9115,50000,9654,10538,23641,9314,14096,18825,-4690,6380,22913,20271,3906,2526,13190,3251,208598,93180,5149,12613,14228,24818
Azure,1317411,1343980,879420,3255271,575994,1549212,1318004,516860,366781,205015,1190315,757967,668074,484255,110682,1625955,1368669,1380992,779298,1052255,607361,866216,499908,527012,812713,746536,928723
golang,-67257,-97413,21945,1106,-16763,1141,4615,21443,6218,1139,10201,7962,2188,6127,202,3475,-1050,674,809,9117,-26009,870,1158,1513,478,869,3219
ceph,185288,100377,111074,183081,104641,30359,199987,69651,61318,-18011,58880,39271,276467,81505,116282,239343,248340,226779,125057,139014,162702,139332,55309,50738,35353,60298,134158
MicrosoftDocs,3516,-21198,-73674,10026,62388,6934,739,16966,4222,1107,31074,3625,3141,6443,2056,-69469,8394,-5085,11404,21046,18258,34453,28134,5525,103820,67489,10391
ArduPilot,-10280,-89544,33059,29086,78996,-44322,65179,78496,-27149,-2935,77692,-4194,175240,52166,61980,45582,86617,100109,34533,83587,41579,127527,61977,69209,141838,74650,6914
systemd,39083,48797,22506,22706,22169,30859,18970,21056,18855,4472,19709,49262,11068,11023,25105,10647,12209,9915,13497,8994,35214,6506,7704,13117,30109,21583,22852
TeamNewPipe,2570,2494,3169,8080,3149,10542,4211,5758,-13939,32850,5977,6251,5912,10333,106,12212,454,5750,6428,1680,1591,5396,7165,3997,11421,15898,2021
ppy,8626,11772,7367,38502,26134,106327,19634,17004,15234,4309,18564,12316,3973,13267,17137,15362,1826,22131,18305,14330,56204,15057,13698,11066,31564,9164,3604
qgis,67001,158108,99780,57275,26121,154588,112701,28057,77429,17725,75829,39100,42175,48691,163949,68169,-501,39585,27149,58624,35096,24809,26639,23664,-25091,32942,95261
google,3933,3886,4411,3073,3672,2911,3531,2067,2598,1103,2659,2792,2471,2683,5942,2602,2465,4537,2978,3846,4093,4322,3029,3560,3594,3584,7911
odoo,101934,109937,325783,155256,-244024,147099,522144,245533,668499,35134,607460,161282,-135350,322376,138475,430801,392188,-261782,421059,405352,261527,61890,199490,280087,974894,-34606,179975
dbeaver,6147,6742,13046,7396,38920,18574,6124,10058,11173,865,57540,14153,18187,11389,11441,10218,26298,6844,5331,6111,11704,9114,-1698,9099,14412,9458,5812
Lightning-AI,91819,-9300,1823,31873,8646,6827,-13020,11555,16384,3821,8253,10315,7869,19227,9112,13069,2387,67317,29895,55698,78133,46691,28326,26975,-26158,-10187,6060
cloudflare,33196,7173,12793,17526,7643,13752,45350,23544,-16130,868,57053,42673,71739,97160,-7006,-9841,19077,15444,32566,-57361,21352,-9640,6737,9286,17996,2660,399930
lensapp,18426,13333,14437,38518,62253,12142,11288,5400,3076,1834,9600,13725,8004,26046,25125,27507,26551,43527,166740,19727,-1325,30257,54329,75935,148937,6803,-467857
bitnami,21710,-14320,15072,11485,27589,27115,48302,35143,26955,27813,73834,21702,36695,29701,44732,24450,49205,151083,42280,18610,16269,55506,32779,52725,-5464,34889,147455
appsmithorg,35987,64516,66899,58679,67867,191283,168049,131723,267541,28725,170030,250571,205424,224060,376092,280204,370473,286305,406137,106874,181480,82618,376530,352392,210507,189100,317531
prisma,9448,5653,13164,7376,13750,-1036,15935,13861,-14245,12721,5823,5203,26631,26721,3126,7953,2701,24092,14204,42043,5118,19011,21785,1911,1141,77701,10267
darktable-org,-18121,107041,45264,17220,64924,25666,16626,3430,29478,8227,25022,22201,-73578,32063,54519,15602,17188,21264,20912,-494,9693,8910,12158,15425,5302,8123,18722
go-gitea,160796,87041,65266,52430,6120,28782,84040,152583,12382,445,58921,95285,16892,-111009,14231,3559,51929,1599,-2895,-1169,19895,4955,77824,47435,20089,134382,96530
Homebrew,30864,-96072,-16805,-165554,9220,44611,12365,5143,11095,4675,7653,4408,6876,5471,9506,15598,-40635,43628,8808,7715,6428,52466,14252,8780,7411,16580,8770
tachiyomiorg,5783,8020,4108,5731,31210,-30958,7149,-25930,4509,-2110,6355,8717,5161,2795,2726,-949,2979,-4984,30435,41854,2864,2492,162,4669,-8539,1619,5120
mlflow,4487,9592,29623,7475,15765,24009,13218,7398,37103,3406,-57042,9631,183037,130590,64895,54934,37793,77042,-26034,30903,58152,54408,36420,9071,7911,32602,81321
flybywiresim,80978,90009,452452,345744,79310,45816,51648,51528,32983,16403,38486,50337,84193,289512,269044,169975,223479,14532,10047,43892,53930,19231,65949,165202,5295,100475,-16674
angular,74225,32969,74225,-219,15043,31635,-18567,-194572,66142,15058,-187887,-172650,49566,42881,45287,24559,17728,-29899,16141,72973,56921,8838,-33706,46957,58044,-64423,70245
bevyengine,17381,60673,16767,16290,10061,8460,9549,45989,71515,1735,182367,-33718,17741,13116,13666,28979,15269,17061,18780,21031,16891,22127,19237,11448,24087,17500,74791
zulip,6829,-29657,19030,46617,10326,14335,28469,13630,17589,2136,77108,13891,46862,7899,32448,11201,17674,-11590,18095,10552,28229,18491,19241,13313,44598,13443,-20852
trinodb,6991,41192,53004,39979,68148,36312,16945,25114,35261,5420,80632,116139,79756,111878,169323,72359,69516,26069,118391,277380,91774,348196,147520,159824,77340,128506,222273
ray-project,43791,25485,142447,49857,69111,67008,75971,77594,33886,12092,3332,-54837,-105926,88233,95233,43209,69326,142231,434483,144609,67136,196260,39187,61276,111822,63715,154022
rstudio,2798,9871,-1125,1688,27970,12042,12278,11179,4135,1517,38005,64043,23978,13738,-332,2894,11293,9825,7615,17421,15907,3135,3638,-34592,3272,11063,3928
grafana,267333,16360,189957,141717,-9793,26855,96480,64260,29855,1343,145284,95246,99113,106870,173965,305468,291807,85712,494228,234081,99551,20618,245753,186560,337052,334305,339515
desktop,-112,15370,23138,18200,7934,13566,5071,17155,7455,4713,-31186,10232,12609,4477,318,13245,2981,18585,1736,3593,83002,2405,-13774,24117,1548,4172,2200
open-telemetry,45687,64646,77658,78332,83396,85546,46331,287059,46233,6620,58311,151413,159219,62641,347998,345909,470106,416719,328239,71521,105445,59677,143958,58648,3591,83805,-32557
getsentry,44629,143700,76044,106948,61310,83834,55327,-34139,79388,5325,12834,35103,72421,77204,136111,105883,58050,47377,76889,124892,183534,108476,120250,21634,176754,-22454,7527
CleverRaven,141332,78621,42601,74366,57367,106958,586385,228732,327104,165197,206374,106513,-8007,17190,124141,9653,156150,7118,119452,150619,115131,189821,42062,25834,22454,141539,5244
quarkusio,87225,113609,82975,93433,63177,93481,106461,56718,96609,5003,101993,29558,92664,85348,111999,33900,50880,95278,26458,51423,62094,136284,70871,46468,117955,104559,100660
SerenityOS,79036,-8015,56655,26068,169314,111997,190765,220677,65690,14189,91552,64613,80888,90548,95206,141170,19942,52580,36381,27761,54579,56199,68530,70390,141495,48962,61306
brave,275,264,411,145,160,208,100,150,119,28,141,145,442,766,441,-415,191,124,46376,46376,123,218,4520,5040,205,270,131
expo,17451,47271,155484,-32267,112927,279234,69812,20856,-2442,-215224,36874,225620,58380,76627,46859,126198,59864,163275,76877,-71783,-84967,142274,-162487,37186,54187,-41530,-7762
php,-42109,6636,36524,49034,101307,207142,177058,43178,928,-7946,51211,57638,11511,56586,5762,11860,16056,22702,39017,34794,20511,12031,8167,8611,6619,-20133,16430
conda-forge,85524,117626,56369,119415,70307,194628,82304,48497,77994,23970,89547,58839,83738,86667,93796,127011,93189,119107,80228,97094,95016,104388,169180,56970,45519,112372,48944
elementor,91198,40706,115716,174358,52626,143055,35652,89474,7047,7546,62574,1438,8219,115467,135973,9349,34345,62478,66254,13550,79255,9799,-7735,136631,82038,236265,7566
argoproj,18450,7066,11980,18983,47708,13369,-13298,28200,13982,10031,80913,87071,118379,110600,86530,59001,46059,31434,4383,37227,-18001,196915,-27657,168824,12856,37149,33553
azerothcore,78438,30859,32034,151566,33864,163796,23278,18338,95790,15658,40871,82832,53995,38727,90317,81336,6611,35299,46087,-34364,50679,57272,29405,52236,124259,41701,27989
JetBrains,-22636,-37550,34059,-57106,5787,-8363,-898,-21294,885,-13019,21810,-3952,-2276,501,34040,19229,-322,13321,-995,25407,11632,-52907,-355913,-103587,-25220,-3821,34109
Chia-Network,303035,4325,37826,32228,34672,126222,-41790,4970,14362,33001,80700,42609,262128,-7199,103851,205291,189408,59210,111969,-275335,35526,13332,-5969,330,7585,11083,12068
files-community,64229,39847,74302,32448,14499,33902,30236,64695,-2550,5617,-3529,-2643,65584,13898,11790,-647,28522,251574,-9535,41464,4254,1760,18181,2517,421,-13800,32395
type-challenges,1485,1107,55965,29,451,94,178,762,693,27,654,1474,203,155,962,1663,304,9254,16556,6554,206,3239,444,649,64697,19358,17889
mdn,-4669,34917,19682,-68898,-95993,-24306,-553418,-55011,22420,15432,-25728,19578,-3989,-3121,-318073,-20133,-67469,13269,-65610,-778485,-9474,-50031,-10527,-21161,16085,24557,28893
gradle,-68280,-1570,9102,19768,12727,144077,52637,12888,32116,2533,17696,56999,-26189,16926,14995,21278,15248,14375,-56726,40078,35942,19551,19357,-78168,55575,86691,127906
dotnet,-81363,123028,38893,-124341,-175525,-32532,27403,74497,178851,167135,-71559,72176,56691,-46373,32713,39412,5012,45679,102280,34616,55777,24927,21198,6691,8555,72172,-35438
ansible,13214,-158115,-12001,-49129,-7687,289517,-14872,9683,16516,879,444,2683,3879,69924,17414,67878,-27389,9358,56873,65840,38855,56143,7913,57865,7841,100828,1272
bitcoin,14406,14289,87588,31304,152808,27887,53478,272229,27904,-65004,229127,13843,-12119,28944,34203,158325,-63909,10338,119295,42754,4928,24515,212229,20276,78927,185002,122209
openhab,305269,218830,54611,61688,159537,39992,139438,47974,33401,14474,61744,117719,138600,119861,34373,13220,67496,69471,45340,75943,44124,51902,45036,148817,55925,13532,44223
renovatebot,20737,14609,15406,8984,6917,13221,13305,18783,10812,3398,113211,11680,19858,16211,5111,-11590,17818,21093,16247,34590,12355,59653,11274,19062,-29767,15190,27681
PowerShell,7721,22291,9,2267,2445,69146,4199,19715,20751,-7320,-2571,2624,4419,3858,40151,6000,28638,4558,32057,4526,21770,2125,52987,481,-273,4116,10819
openjdk,24755,93605,54482,5871,18598,160405,151181,50926,72800,4926,197836,65404,42008,70631,185467,204267,65414,65425,45223,21581,19145,12262,173351,36413,49481,65324,236562
Skyrat-SS13,171842,324277,410357,256535,259214,104516,135883,156232,332870,13903,42451,227709,333886,253335,21915,133226,46717,87390,154840,144554,332840,109138,-78471,257761,66376,193347,125707
vitejs,13385,11502,8186,5323,715,990,11267,6509,17014,8171,8508,1959,15879,4481,7750,5645,5381,-9529,5876,7560,-4586,4737,607,-8161,2037,6968,5884
demisto,842942,827297,1057508,607457,660980,1040234,725602,747475,188882,95114,800186,665631,1052552,435882,417504,781288,361596,288626,570160,788993,642115,398973,1025764,424544,881236,526186,469509
aws-amplify,15202,1026,1311,22602,27440,15280,67089,325869,200336,34939,763815,108416,37391,9815,-2856,-386856,-73589,-53415,10502,8514,30555,60156,61046,14227,48397,54624,54611
element-plus,21268,10215,37862,19565,19184,143524,63522,-4743,384816,618,7102,55986,26603,13823,27854,32640,58665,9569,913,6379,9363,10358,7953,14872,956,9415,25760
trustwallet,78772,142861,41156,139632,219823,69622,-197,-127324,-27575,18457,210728,85545,78727,112895,168219,196453,235349,74239,24375,278762,94078,18076,139028,20236,95536,28717,55551
firebase,57425,35135,2251,-3813,3689,2782,65774,146592,20993,2311,6317,4789,18491,-8169,9904,2316,99966,14019,26774,14422,39940,65653,31099,41847,73430,41049,22242
opencv,13699,72833,73899,295820,52734,110906,47755,32348,24623,17393,40263,95331,7402,13995,16042,149836,15398,8908,23219,92453,23998,12213,-20785,62675,44717,39123,42668
xamarin,53201,17621,806798,2934746,657200,61937,75570,16474,-12880,7631,30305,18594,36290,30777,210364,1496844,1096748,74365,2853,42905,-47368,172341,-35424,-65028,144979,47335,88147
void-linux,18910,13803,68883,-8257,87180,7856,164480,10659,78291,1966,138298,14373,141335,55113,13024,39196,-46283,-80240,-39088,140877,24049,94062,134049,183189,-45677,56833,32
PrestaShop,58145,236507,351264,248194,60509,130101,62751,89677,-70127,74599,187560,493015,-64234,-44864,-115396,73384,36870,14267,119875,-8119,610,14574,40089,-129527,121197,63086,56385
IntelRealSense,-43672,52103,63260,28156,-98169,-1156,20278,23648,2256,-3151,5406,1185,752,1834,1089,2745,5015,6194,5663,3276,24131,96750,54910,-192122,-345176,-113073,-95665
github,118999,53179,92991,151230,232679,47198,-20370,-172402,43626,63526,-134532,60124,13987,97938,62367,192458,262924,302774,179369,-106648,-103535,37707,291597,107586,53433,-1004,61880
sourcegraph,30291,34699,68878,83626,58811,56799,69919,173381,86478,11353,157840,157739,173831,256410,158189,273530,108818,126927,149943,45124,28095,89557,144270,216335,69423,340720,250503
openshift,136778,-48575,52867,185734,94983,295539,112460,41119,179858,24765,193720,168691,156493,270602,102612,94767,83414,176048,298859,98142,171425,97674,302643,210991,126525,129759,295341
facebook,2132,-1081,-67730,8502,2014,455,3933,-4999,1843,39982,12497,41182,-57,21011,-18511,13586,6669,64521,107111,8531,59738,51288,16292,4929,14703,55265,75184
cypress-io,978377,224579,7518,91548,75453,23102,28610,60087,63029,23653,96971,-571,72525,434165,307517,-48559,165787,26872,142089,248803,177045,190066,118674,-14549,58604,100190,-5529
ankidroid,7599,1883,29549,14991,20183,12138,-32649,26071,24018,3145,1776,4727,27257,4878,24915,37267,-4239,8940,24013,-9647,9936,28407,-4,23017,4804,-22724,5389
Expensify,30924,-40194,357018,267120,251442,61368,60540,3833,49049,180850,183833,35352,-120768,81288,89668,13353,174298,100312,288343,368996,154276,83574,10820,62211,100807,94693,74035
RPCS3,5240,29027,-2565,6606,2927,5642,13255,16226,8473,1989,4918,11689,31160,3782,6909,19154,20454,13572,12091,6900,5842,9552,3930,9000,3997,6727,66201
gravitational,57497,-754756,-213103,38664,133969,172751,164447,256038,332537,62931,66314,274536,-65271,229615,177728,306307,114807,155214,351920,248510,122935,255822,189410,231255,204495,80342,258924
kubevirt,192845,75124,184097,118456,99111,10476,50167,37814,51620,14597,59250,95682,89719,10619,139381,48890,47438,40641,97201,52214,42927,12513,60225,14589,79595,229863,-12444
macports,31885,15935,10671,11341,9176,12578,46295,17675,195585,34547,29757,17119,11340,38472,1528,-23570,8428,10709,45178,18593,34936,6886,2101,14550,206172,49781,28215
MetaMask,40026,80866,60287,130652,10023,60142,54428,48838,96438,14489,110478,59479,135246,92986,76991,76098,19070,33707,26758,50929,162756,130611,289668,55301,66240,229448,96450
yuzu-emu,-18156,10131,4507,22949,7832,-1871,52910,2043,3562,1867,28038,27036,20017,35984,21570,18174,369,7921,77161,39355,4803,17342,37485,54482,38044,22287,5740
taosdata,74257,26941,67411,57881,62117,55163,202351,206147,190099,-3915,-85645,303311,136862,238596,619434,-102153,758881,-243228,77404,-46540,104043,92476,66214,90066,372223,220869,87348
mui,54631,47055,-221,-2051,143335,33309,51069,142405,-151079,5877,207540,111999,81035,44578,47669,31295,34872,41881,-22225,63280,9352,22617,-6762,25458,20654,24396,-80812
matrix-org,29633,14638,9234,6502,12652,10232,13015,18663,9976,3443,-90689,10647,5943,9064,12639,7689,-5061,-5607,5234,5794,15119,-576,12375,-36131,19166,7655,21010
tensorflow,48693,63727,126992,52319,67282,59701,76641,53696,38330,15271,64063,60828,6986,62895,102727,14236,39816,3257,30164,16127,15329,29917,137705,30496,22556,114343,50073
rust-lang,107390,55039,130263,-36082,110656,46403,89396,50202,164029,22955,168329,131120,94221,62023,111385,133215,64802,147937,154635,165875,237187,127924,136421,93089,207611,104353,172505
openvinotoolkit,117215,116293,56408,161559,-91932,51515,40589,138917,205711,39049,187381,192864,108464,165114,276224,38222,172651,46345,122614,120586,85937,62696,120641,187396,-111242,98181,114284
DataDog,61765,56317,92043,37299,112695,57527,29278,43572,59296,9933,65684,44083,60641,-62691,68168,-1426,21384,54924,117896,78280,73831,125951,121370,385,144219,86829,79616
tailscale,9247,9587,13525,14674,6989,19991,12267,6964,7364,1491,9857,9772,3916,126739,12899,11713,3801,7752,17068,13407,13441,15536,17522,9913,3295,18922,93581
openwrt,170361,706633,327166,98231,134501,164311,31316,33162,34382,-27204,8663,227306,37303,17044,78750,41530,110948,-5662,359848,175101,136074,104207,182306,233109,527815,215256,109145
home-assistant,193703,250940,143505,60782,209267,137893,171295,154447,253526,43205,139364,144399,193993,84228,81390,85997,126132,81776,203210,736994,180244,96391,84827,145731,147356,12142,76652
matplotlib,-17428,6570,11291,-1151,42666,27485,124120,59852,7158,1624,15162,73,7888,-1970,8077,1008,-540,5519,6139,11504,4365,3692,-46700,37184,55752,70760,8491
rancher,16744,6011,91918,97342,22687,91487,16906,154455,37074,1356,132923,47155,41081,20140,17862,21196,11070,47540,8926,18430,-17077,24968,44683,132070,97693,182756,11986
envoyproxy,30653,27313,61052,18770,51205,129888,71145,13515,-122279,7266,35183,18113,23137,49747,43122,55925,31742,24063,44486,64344,45106,28384,434384,89026,58028,53913,53804
godotengine,4981,60680,-241720,197646,-22283,109504,107118,-82467,137731,47055,13902,84050,203951,63363,-184258,-88641,53324,185960,178719,131750,256463,209817,121125,185755,147427,14182,130520
aws,151848,189529,380643,250738,219103,165726,287194,93816,216121,18902,409184,457454,91922,291774,137941,552661,103086,205096,203754,-47743,327559,322733,220146,361167,259166,344980,906094
NixOS,169579,228173,239994,329239,420485,244082,114553,188492,580948,24487,142959,189862,76591,218674,90990,93891,59489,180602,390569,455325,252822,394903,190649,135183,-15186,-725,145470
newrelic,196588,40243,-29516,-60973,108123,58161,29214,26387,30847,7705,21155,-14284,307266,-19951,210710,-13139,218801,102414,94470,-60317,178526,231529,100995,-70937,84662,333991,151926
mattermost,161833,125814,-18406,161162,69472,151592,-11219,-14578,-93176,82519,-6847,7667,221451,76636,23668,99859,-29859,31030,-19476,96256,37991,27596,20373,-10273,101086,44819,42185
metabase,48140,26792,26150,-148198,48219,96348,45548,70181,51158,64626,206538,81765,-4344,-43808,92507,303505,6544,-2415,55809,180930,38512,68411,5055,87041,81570,128011,107316
huggingface,86734,67110,151788,97863,72261,120934,-55476,117520,151309,8948,73397,74991,56014,82613,81019,104586,285848,163790,63819,84238,243804,175574,275048,279617,285446,135224,127522
denoland,27924,27204,31954,36647,16573,-1455,-2771,29933,32967,3975,14036,17076,12625,21541,21065,22810,250,13226,12149,127674,18285,117942,83491,12333,18326,255692,24741
freddier,-791,-404,7716,-1119,-1293,-1989,-1162,2898,218,263,-457,-399,1425,1290,-407,1558,374,-1327,-390,-247,-1857,-1271,438,-2641,-945,-1144,-1204
symfony,33170,42428,72671,74755,48983,-101578,-27684,21854,12592,27141,38995,23025,117277,35434,68437,55680,11583,15489,140204,35429,14951,48997,14940,61411,-880,36044,75573
containers,70948,46066,127228,57116,7664,69797,82178,69677,16285,4399,58112,60635,124425,62625,36134,18310,109391,-8792,248752,31541,-11343,178993,175423,19777,368812,85099,79610
storybookjs,29790,80738,12643,23479,-31156,110383,17449,22638,42686,5722,52163,24600,3437,43899,14035,13397,-10288,-115578,338142,71504,-12180,-47220,28385,7893,467,81387,32768
